STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,statinfo,Statistical information,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RS,Serbia,2021,,33.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RS,Serbia,2022,,32.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RS,Serbia,2023,,31.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SE,Sweden,2014,,26.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SE,Sweden,2015,,26.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SE,Sweden,2016,,27.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SE,Sweden,2017,,28.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SE,Sweden,2018,,27.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SE,Sweden,2019,,27.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SE,Sweden,2020,,26.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SE,Sweden,2021,,26.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SE,Sweden,2022,,27.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SE,Sweden,2023,,29.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SE,Sweden,2024,,27.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SI,Slovenia,2014,,25.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SI,Slovenia,2015,,24.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SI,Slovenia,2016,,24.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SI,Slovenia,2017,,23.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SI,Slovenia,2018,,23.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SI,Slovenia,2019,,23.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SI,Slovenia,2020,,23.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SI,Slovenia,2021,,23.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SI,Slovenia,2022,,23.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SI,Slovenia,2023,,23.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SI,Slovenia,2024,,23.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SK,Slovakia,2014,,26.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SK,Slovakia,2015,,23.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SK,Slovakia,2016,,24.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SK,Slovakia,2017,,23.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SK,Slovakia,2018,,20.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SK,Slovakia,2019,,22.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SK,Slovakia,2020,,20.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SK,Slovakia,2021,,21.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SK,Slovakia,2022,,21.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),SK,Slovakia,2023,,21.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),TR,Türkiye,2014,,41.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),TR,Türkiye,2015,,41.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),TR,Türkiye,2016,,42.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),TR,Türkiye,2017,,43.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),TR,Türkiye,2018,,43.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),TR,Türkiye,2019,,41.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),TR,Türkiye,2020,,43.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),TR,Türkiye,2021,,42.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),TR,Türkiye,2022,,45.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),TR,Türkiye,2023,,44.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),TR,Türkiye,2024,,44.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),UK,United Kingdom,2014,,31.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),UK,United Kingdom,2015,,32.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),UK,United Kingdom,2016,,31.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),UK,United Kingdom,2017,,33.1,,b,break in time series,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),UK,United Kingdom,2018,,33.5,,,,,
